filename	card	card_theme	category	prompt
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	accepting responsibility for what befalls you without blaming fate 
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	realizing that the more you know about your inner self, the more you choose your own destiny 
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	observing the overall pattern of your life instead of the details 
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	a fortunate new beginning 
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	a new chapter in your life is starting 
wheeloffortune.jpeg	The Wheel of Fortune	Blame Versus Change 	The Wheel of Fortune's Shadow Gifts	understanding cause and effect and directing your life accordingly 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	being overly concerned with the “fairness” of your situation  
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	an inability to accept the consequences of your actions  
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	leaping to a hasty decision without weighing all the factors 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	lack of balance in your life 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	not taking into account extenuating circumstances 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	being so concerned with fairness that you shut out compassion and mercy 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	needing a balanced mind 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	lacking conscience 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	using only cold logic to make a decision, or being illogical 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	not being able to weigh and balance difficult decisions 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	being out of touch with your Higher Self 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	unclear thinking processes or prejudice 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	all-or-nothing viewpoint 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow	going to one extreme or the other 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	having the ability to be make adjustments in your life 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	a balanced intellect 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	having clarity of mind and the ability to make fair decisions 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	being reasonable 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	weighing and balancing difficult decisions 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	impartiality 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	setting things right 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	making amends 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	blending your Higher Self with daily thinking to produce harmony 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	being a mediator 
justice.jpeg	Justice	Imbalance Versus Balance 	Justice's Shadow Gifts	being true to yourself 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	being plunged into a state of despair when things don’t go your way  
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	being “hung up” by circumstances where old behaviors are no longer working 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	allowing pride to get in the way of personal growth 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	an inability to consider change 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	rigidly holding on to old values 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	an unwillingness to make the necessary sacrifices or do the work necessary for success 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	sacrificing too much of yourself 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	futile struggling over a situation over which you actually have no control 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow	placing more importance on the exterior life than the interior one 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	being able to look at something from another angle 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	considering another viewpoint 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	understanding that success requires a sacrifice 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	being willing to make a sacrifice for a larger goal 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	deliberate turning toward the Higher Self and asking for help 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	losing pride to gain humility 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	making a conscious choice which will have far-reaching consequences 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	allowing things to happen without the need to control 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	coming to grips with unconscious forces within you 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	being suspended in time and being able to tolerate that suspension 
thehangedman.jpeg	The Hanged Man	Pride Versus Humility 	The Hanged Man's Shadow Gifts	sacrificing comfort for a greater good 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	blocking out sad feelings  
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	staying stuck  
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	fear of losing the old 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	an unwillingness to move on 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	fearing change and allowing that fear to control you 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	not being able to let go of what is no longer useful 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	living in the past 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	physical or mental stagnation 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	inertia 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	mourning too long as a way to avoid moving forward 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	the mask you wear and show to the world 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	an unwillingness to experience emotional pain 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow	losing opportunities because of an unwillingness to change 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	letting go of the old to make way for the new 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	saying goodbye and relinquishing in love 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	tuning in to the process of rebirth 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	allowing yourself to mourn 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	understanding that nothing ever dies, it only transforms 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	being comforted during a sad time with valid insights 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	realizing it is the end of a relationship, situation, or way of thinking/feeling, and new beginnings will follow the grieving period 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	unfolding the mystery of transition—between the old and the new lies mourning 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	recognizing it’s time to let go of outdated habits, actions, and attitudes 
death.jpeg	Death	Stagnation Versus Transformation 	Death's Shadow Gifts	being open to change and the opportunities it brings 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	having a tendency to feel powerful when everything is going your way 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	not allowing emotions to flow, so they get stuck in depression or erupt in violence 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	denying a dialogue between yourself and your higher consciousness 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	giving undue weight to one emotion 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	being uncooperative 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	taking action without thought to the consequences 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	having mood swings 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	overindulgence and addictions 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	having no patience 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	being self-centered 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	feeling out of control 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow	conflict and struggle in relationships 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	using moderation and self-restraint 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	striving for emotional balance 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	not rushing or overdoing 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	allowing higher consciousness to flow freely into conscious thought 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	performing service for others without thought of selfish gains 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	living a spiritual life, but being concerned with human matters, too 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	learning how to balance life’s opposites 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	deciding to do something because you want to test yourself 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	having harmony within relationships 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	taking a moderate approach—easy does it, but do it 
temperance.jpeg	Temperance	Overindulgence Versus Easy Does It 	Temperance's Shadow Gifts	allowing the healing process to unfold in its own time 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	being chained to your fear, thoughts, and feelings  
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	failure to love yourself  
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	being chained to material goods 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	being in bondage to negative thought patterns, habits, situations, or relationships 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	having an issue with power—controlling or being controlled 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	allowing yourself to be victimized 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	being too serious about life 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	the inability to play 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	cutting yourself off from others by greed or ambition 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	having ambition turn to greed or the need for power 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	being the aggressor 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow	repressed sexuality 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	removing the blocks of fear and separateness, causing great growth 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	understanding your own light side/dark side which leads to compassion for others 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	confronting your own negative reality and breaking free of the bondage 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	accepting your need to lighten up and play 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	having a choice to do things differently 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	finding the discipline and courage to break free of negative habits and stuck ways of thinking 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	having a confrontation with the inner world 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	learning to love yourself and others 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	expressing your sexuality with joy 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	exercising free will to foster growth 
thedevil.jpeg	The Devil	Fear and Separation Versus Love and Connectedness 	The Devil's Shadow Gifts	feeling connected to other people and less to material goods 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	having false philosophies or old goals which prevent you from seizing new opportunities  
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	building a fortress of false security around you 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	lacking insight 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	destroying the possibility of new growth by rigidly holding on to ideas or attitudes 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	avoidance of change 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	presenting a false image of yourself to others 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	falling apart or breaking down when things change 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	releasing repressed energy in an angry or destructive way 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	seeking permanence in impermanent things 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow	being conventional to the point of being rigid 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	breaking down unhealthy beliefs to liberate your true self  
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	having a flash of illumination 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	breaking through old ways of thinking 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	changing false structures and finding true values 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	exercising free choice 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	living your own chosen way rather than by convention 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	releasing repressed energy that is exciting and dynamic 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	seeing things in a new light 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	making room for the unexpected 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	presenting your true self to others 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	soul-searching 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	finding inner strength and spiritual meaning in tragedy and loss 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	realizing nothing is permanent except the spirit 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	seeking divine truth 
thetower.jpeg	The Tower	Destruction Versus Liberation 	The Tower's Shadow Gifts	having sudden insight 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	denying the reality of a situation or issue  
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	failing to recognize your talents and abilities  
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	feelings of despair 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	loss of hope 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	loss of self-esteem 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	getting lost in wishful thinking, fantasy, or idealism 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	pessimism and lacking faith 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	seeing life as pointless 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	failure to open to both inner and outer truths 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	failing to align with higher consciousness 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow	lack of self-confidence 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	an opportunity for new insight into a situation 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	reliance on your higher consciousness for renewal 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	participation in your own healing 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	gaining a sense of direction 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	having a renewed sense of hope based on an inner focus and outer awareness 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	inspiration 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	belief in a new and better life 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	keeping a sense of equilibrium when life is at a low ebb 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	having a sense of purpose 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	feeling connected to your Spiritual Source 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	the calm after the storm 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	removing all fear 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	having compassion 
thestar.jpeg	The Star	Denial and Despair Versus Healing and Hope 	The Star's Shadow Gifts	discovering the inner light and the healing heart 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	time of doubt and confusion about your feelings 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	wondering if you are having spiritual experiences or are going crazy 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	the unconscious in its uncontrolled aspects 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	a feeling of madness 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	an uncomfortable fluctuation between feelings 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	indecision and passivity 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	failure to acknowledge sensitivity or imagination 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	resistance to recognizing the shadow 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	mood swings, depression, or lunacy 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	difficulty accepting the esoteric meaning of some experiences or feelings 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	feeling as though everything is clouded or vague 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	avoidance of intense feelings 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	not acknowledging the cycles of your life 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	unreceptive to information from dreams 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow	being vulnerable to the advice from others, even if it’s not in your best interest 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	the moon’s essence is reflection; cold, but by her light we see our shadows 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	realizing solutions may be intuitive rather than logical 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	being open to information from dreams 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	trusting feelings and intuition 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	being open to the mysteries of your life 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	failing intellect when facing the darkness and realization that only intuitive insight can uncover the depths 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	relying on intuition for guidance 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	recognizing the changes and cycles of your life 
themoon.jpeg	The Moon	Confusion Versus Mystery 	The Moon's Shadow Gifts	having vivid memories that help you understand your situation 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	burnout—feeling as though you are just surviving rather than thriving  
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	feeling overcome with the responsibilities of your life  
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	lacking creativity 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	burning your candle at both ends (expending your energy with such intensity that you eventually burn out)
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	failing to listen to your inner child 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	feeling no joy in life 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	rejecting the idea that your are connected to the universe and the people in it 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	not wanting to try different experiences  
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	being attached to the little hurts of life 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	seeing the world as an obstacle to overcome 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	keeping secrets that eventually burn you 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow	overcoming people with your energy and personality 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	optimism, positive energy, and action 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	to become a child again and see the world with joy, not as an obstacle to overcome 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	raising the consciousness of golden understanding; calm self-confidence and personal power because you understand your place in the universe 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	being able to impart form and structure out of a chaotic mess 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	reconnecting with your Higher Self which yields a direct experience with your Spiritual Source 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	being successful 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	revealing your true self to others 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	having no need for secrecy 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	feeling as though life has opened up because of some positive action that you took in your own behalf 
thesun.jpeg	The Sun	Burnout Versus Golden Understanding 	The Sun's Shadow Gifts	having abundant energy 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	having a harsh inner critic  
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	focusing on what is being lost in any situation  
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	failing to be merciful or forgiving with yourself or others 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	being too hard on yourself 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	seeking revenge or divine retribution on someone who has hurt you 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	staying stuck in hate 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	being mired in a personal point of view that you refuse to give up 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	projecting the shadow on others and judging them harshly 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	being critical of others 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	an unwillingness to see your own shortcomings 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	refusing to apologize 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	holding a grudge 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	having value judgments that keep you stuck in the same place 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	feeling isolated from your Spiritual Source 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow	seeking to punish yourself or others, as in paying the piper 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	making amends 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	clearing the slate of past actions 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	paying debts that need to be paid 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	reaching conclusions, summing up, hindsight 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	a spiritual rebirth and renewal based on taking responsibility for your actions and choices 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	an honest and sincere self-appraisal 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	reaping what you have sewn 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	focusing on what is being gained, rather than what is being lost, in any situation 
judgement.jpeg	Judgement	Paying the Piper Versus Rebirth 	Judgement's Shadow Gifts	an increased awareness that leads to increased responsibility and more choices 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	missing the joy of the moment  
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	looking for happiness outside yourself 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	life is what happens to you as you are busy making other plans  
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	wishful thinking 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	chasing impossible rainbows 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	clinging to earthly security 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	forgetting what it took to get you this far 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	repressing painful memories 
